Placement test score (%),Proficiency,Sex,Age,L1,Stay abroad in Spanish speaking country (>= 1 month),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Medium,Task number,Writting/audio details,Where the task was done
53.5,Lower intermediate,Female,16.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,4,written_online,Inside classroom
53.5,Lower intermediate,Female,17.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Inside classroom
53.5,Lower intermediate,Female,18.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),5.0,Written,13,written_online,Outside classroom
53.5,Lower intermediate,Female,18.0,English,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,2,written_online,Inside classroom
53.5,Lower intermediate,Female,18.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,1,written_online,Outside classroom
53.5,Lower intermediate,Male,18.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),45.0,Written,14,written_online,Outside classroom
53.5,Lower intermediate,Female,18.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,1,written_online,Outside classroom
53.5,Lower intermediate,Female,18.0,English,No,Lower beginner (A1),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),40.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Male,18.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,5,written_online,Inside classroom
53.5,Lower intermediate,Female,18.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),45.0,Written,5,written_online,Outside classroom
53.5,Lower intermediate,Male,18.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,8,written_online,Outside classroom
53.5,Lower intermediate,Male,18.0,English,No,Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,4,written_online,Inside classroom
53.5,Lower intermediate,Female,19.0,English,No,Upper beginner (A2),Upper beginner (A2),Lower intermediate (B1),Lower beginner (A1),20.0,Written,14,written_online,Outside classroom
53.5,Lower intermediate,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Female,19.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),30.0,Written,2,written_online,Outside classroom
53.5,Lower intermediate,Female,19.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,5,written_online,Outside classroom
53.5,Lower intermediate,Female,19.0,English,No,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,3,written_online,Both inside and outside classroom
53.5,Lower intermediate,Female,19.0,English,No,Lower beginner (A1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),35.0,Written,6,written_online,Outside classroom
53.5,Lower intermediate,Female,19.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Outside classroom
53.5,Lower intermediate,Female,19.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),50.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Male,20.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Female,20.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Inside classroom
53.5,Lower intermediate,Male,20.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,5,written_online,Inside classroom
53.5,Lower intermediate,Male,21.0,English,Yes,Upper beginner (A2),Upper beginner (A2),Lower intermediate (B1),Upper beginner (A2),25.0,Written,13,written_online,Inside classroom
53.5,Lower intermediate,Male,21.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Female,21.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,14,written_online,Outside classroom
53.5,Lower intermediate,Female,21.0,English,No,Lower beginner (A1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),45.0,Written,14,written_online,Inside classroom
53.5,Lower intermediate,Male,21.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Male,21.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,3,written_online,Inside classroom
53.5,Lower intermediate,Male,21.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),10.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Male,22.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,13,written_online,Outside classroom
53.5,Lower intermediate,Female,22.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,5,written_online,Outside classroom
53.5,Lower intermediate,Male,22.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Female,22.0,English,No,Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),10.0,Written,14,written_online,Outside classroom
53.5,Lower intermediate,Male,22.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,1,written_online,Inside classroom
53.5,Lower intermediate,Male,22.0,English,Yes,Lower beginner (A1),Upper intermediate (B2),Lower intermediate (B1),Lower beginner (A1),25.0,Written,4,written_online,Inside classroom
53.5,Lower intermediate,Male,23.0,English,Yes,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Upper beginner (A2),30.0,Written,1,written_online,Outside classroom
53.5,Lower intermediate,Male,23.0,English,No,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,3,written_online,Outside classroom
53.5,Lower intermediate,Female,23.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),20.0,Written,1,written_online,Outside classroom
53.5,Lower intermediate,Male,23.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),20.0,Written,2,written_online,Inside classroom
53.5,Lower intermediate,Male,23.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Inside classroom
53.5,Lower intermediate,Male,24.0,English,No,Upper beginner (A2),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),5.0,Written,2,written_online,Inside classroom
53.5,Lower intermediate,Male,27.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,14,written_online,Outside classroom
53.5,Lower intermediate,Female,28.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,5,written_online,Outside classroom
53.5,Lower intermediate,Female,29.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),30.0,Written,2,written_online,Inside classroom
53.5,Lower intermediate,Female,33.0,English,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,1,written_online,Outside classroom
53.5,Lower intermediate,Male,34.0,English,Yes,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,4,written_online,Outside classroom
53.5,Lower intermediate,Female,44.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,5,written_online,Inside classroom
53.5,Lower intermediate,Female,56.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,6,written_online,Outside classroom
53.5,Lower intermediate,Female,62.0,English,Yes,Lower beginner (A1),Lower beginner (A1),Upper beginner (A2),Lower beginner (A1),5.0,Written,14,written_online,Outside classroom
55.8,Lower intermediate,Female,15.0,English,No,Lower beginner (A1),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),40.0,Written,1,written_online,Inside classroom
55.8,Lower intermediate,Female,16.0,English,No,Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),Lower beginner (A1),10.0,Written,14,written_online,Outside classroom
55.8,Lower intermediate,Female,16.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),70.0,Written,1,written_online,Inside classroom
55.8,Lower intermediate,Female,16.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),45.0,Written,6,written_online,Outside classroom
55.8,Lower intermediate,Female,16.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
55.8,Lower intermediate,Female,16.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower beginner (A1),Lower intermediate (B1),35.0,Written,4,written_online,Outside classroom
55.8,Lower intermediate,Female,16.0,English,No,Lower beginner (A1),Lower beginner (A1),Upper intermediate (B2),Lower intermediate (B1),25.0,Written,5,written_online,Outside classroom
55.8,Lower intermediate,Female,16.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,5,written_online,Inside classroom
55.8,Lower intermediate,Female,16.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,2,written_online,Inside classroom
55.8,Lower intermediate,Female,17.0,English,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,1,written_online,Inside classroom
55.8,Lower intermediate,Female,17.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),50.0,Written,1,written_online,Inside classroom
55.8,Lower intermediate,Female,17.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
55.8,Lower intermediate,Female,17.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,5,written_online,Inside classroom
55.8,Lower intermediate,Female,18.0,English,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,4,written_online,Outside classroom
55.8,Lower intermediate,Female,18.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,1,written_online,Outside classroom
55.8,Lower intermediate,Male,18.0,English,No,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),35.0,Written,14,written_online,Outside classroom
55.8,Lower intermediate,Female,18.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Both inside and outside classroom
55.8,Lower intermediate,Male,18.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),50.0,Written,5,written_online,Outside classroom
55.8,Lower intermediate,Female,18.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,1,written_online,Inside classroom
55.8,Lower intermediate,Female,19.0,English,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,1,written_online,Outside classroom
55.8,Lower intermediate,Male,19.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,2,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,English,No,Lower beginner (A1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,English,No,Lower intermediate (B1),Lower advanced (C1),Lower advanced (C1),Lower intermediate (B1),60.0,Written,6,written_online,Inside classroom
55.8,Lower intermediate,Female,19.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,4,written_online,Inside classroom
55.8,Lower intermediate,Female,19.0,English,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,5,written_online,Inside classroom
55.8,Lower intermediate,Male,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,5,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,English,No,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Lower intermediate (B1),60.0,Written,1,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,English,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,4,written_online,Inside classroom
55.8,Lower intermediate,Female,20.0,English,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Inside classroom
55.8,Lower intermediate,Female,20.0,English,No,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,6,written_online,Inside classroom
